ltable_id,rtable_id
T9382,NK-TAaoYLszVqQ8a5dPftB7bF
T19832,NK-jeD3GUXNpckHMcnYhxJRjy
T17545,NK-KGn36otyeFVJdLG8WybFnh
T23049,NK-NCe7airfyChVw699BmiwL4
T25507,NK-9HeRTsMfmmgRGWkabFXdmQ
T16932,Q58217
T28744,NK-jgWoXARc2BhVw3UMhm8ACj
T16287,Q120753216
T25666,NK-nq2qQaKeLNS4SQFPCjir8G
T24558,NK-YDsGotjnrFSRFjffWEhtb4
T14635,NK-mapCy99Lj2n24TfAudrfe3
T9978,Q28022952
T8587,NK-QUwbswMNypKcGp2DFhjksC
T27789,NK-iAZU8uxiUNtPt59KiDboWN
T15845,trade-csl-0e56b05344b94fa3a91b6a1a84b92a9b
T28516,us-uflpa-2dc1ea043bd2e6d1287ec1419623331430eec0be
T28780,NK-6B3ksEdEJciGFPFsmqSH5N
T21599,NK-mtcQ7fXtAssGYkMbzNWGfE
T29729,Q2393922
T16695,NK-9qDRWKBhWVvotVAxf5L8av
T14326,Q102195189
T76,NK-XcDGi4wDov6gr2yEDtR7tM
T14366,NK-Cvw2k8V8c94gFquaRTYvLL
T11344,us-cuba-central-vinales
T13298,NK-Eydwey85QwZHH7JC5ggrY2
T8511,Q545979
T14371,NK-ny372aQyCRYP4TDcMibNZA
T11466,ca-sema-1-152-ua-lyudmila-sergeyevna-blank
T25911,trade-csl-11a40facb0acc0b8f28180f049588e0f21403a2f9be7ab1090906424
T15266,NK-iqieFQGiQNdPLEcUANfN7B
T7803,Q18004612
T13467,Q17116258
T13147,NK-83auTFcFDdYa7Xo6RgQWhU
T27135,us-cuba-empresa-de-tecnologias-alternativas
T17695,Q63655
T5880,NK-YTv32naUnKY3oq8xkJp4gE
T19831,Q12145775
T17901,NK-ZbEkXVWP3LDd4E3xVtQNib
T10556,NK-LdxfKvxNub4XCpDzAKVZyq
T2507,Q44329
T27715,NK-ezeTKJi82yQBxEDQ6HGRZV
T13920,NK-NWvzorgAWvzibU2hqXEXJg
T17951,NK-7uupnjhs3egFXXpgB7eXFS
T9781,NK-ENgCxPQDL9fXrRFnMS8Czs
T18167,NK-KF2MCFdQ2qrJver5LtiWLW
T18483,NK-4za4hLbesdnFTP2kjrwd3H
T2086,NK-eqWtUBqjc8RGLu2QbvRVvV
T4920,NK-WJKDxrWtAqQVz6QUzWboXK
T25317,Q381334
T4814,NK-4GovbhbRcmLfs9rqGbvNks
T18054,Q87833917
T28224,Q113397519
T2651,NK-AQ89qVyAPLhG79pUW8ccYg
T7684,NK-W4tHcT6mK5D24ZVL9HPkiq
T1615,NK-XW4mTzRsdxvJAPaemf8Twv
T10470,Q4245378
T9194,NK-2FXVTzwpqTUutRE8DjyEde
T1384,NK-UTmgjaEd23sQAPHzi56t2E
T25184,NK-9Z5zXrSHCSpQ7aeAyBcEu9
T28502,Q4174205
T18621,NK-GhmpccmMGaC4UU9YBfBJiM
T21134,NK-mmNRWDTDbMxYbBfVpAK4si
T3336,ofac-48543
T2055,NK-id6WS3TTe5Kz2bapYhFjnJ
T5454,NK-iBjzYv6yqAxZw2KSevWFiY
T8270,NK-5HuAqVP7B6BErh7TnrnZjZ
T13053,Q175254
T12180,NK-CbZccPJTp89AwDXxVgNPhk
T15575,NK-UoaVXDA2EKPdqx5vdhyxPk
T3680,NK-NPWsJxgoUSr8bc2YtgMxEg
T11863,trade-csl-7f68afbeeb4496fffc02696e02ee0203968c4e8d9ac62160c60919e5
T11775,Q97198619
T27273,NK-cGZHQzDkxH5UkXtv65WS5c
T15896,NK-SxVZ9L8PLjZrp3sMEUwdEx
T995,NK-V8nDA2SP6YfjwXELHrdsz9
T22837,NK-grhosZeZFqGekPsEACT6WG
T9682,NK-auPHQusVjH8RtNwkAoFVcJ
T18918,NK-8VBAhBsaRzkxVGbemszmF9
T13677,NK-AiQBr2dBvgTaWsiUhozADp
T608,NK-jfCuCMaTUgTEmbDWMfZujm
T15650,plmswia-osoby-hershhoryn-uladzislau
T3592,NK-RctcoAygexVrZHSzBaQWpE
T9309,NK-knDGNQJkR4BaqiXvoCyPzR
T27563,trade-csl-a575319bb5dd54575489ebb27e8b5bdc12f7a5457044fed5c1576be1
T3393,NK-aFV3kqGcCAJ3KgXQ7ktQcq
T27969,NK-V2FhQrkCTH4P5vWgisaiqv
T3073,trade-csl-f36a079deba5e29d116501c12ebc6a878e3daf6342fea83d3a5ae1cb
T17629,Q316974
T13164,NK-S6MXLBKUFEAQJd6jVGddS3
T9613,NK-Wj6X4g72W5jMBeEo4KJHBT
T21878,NK-AAGutjovPJF75Tx2FjVaaj
T3910,NK-3FCXNcBZhHukWuEB2YgMpF
T28572,trade-csl-26dbce668d96d9f54444f62d0ba99f3af0eb0ac71665e3227b6c827d
T27250,NK-74iA3uVug9xCYrtJotwp5N
T12443,NK-Nini5TywDUXgz9Wka3eTqj
T13791,trade-csl-98a4d40db1de4399f969698469b656da52c5e4bb7be95ed28cb77d94
T26902,th-des-rorpaeh-ing-useng-1970-01-01
T26959,Q57338
T9343,NK-QzbDia2REjAZvced3BdnpA
T10919,Q5367050
T13048,NK-bVFmD7gdr2BYCJrHX8zcMt
T18995,Q5376725
T13072,NK-fWobpEhYN7mstgHoixMTEH
T29170,NK-gsZrrvUoQZKHSZkxtEqMRz
T9608,NK-MMy2HHEXK6auobwkxvCHxY
T14522,us-klepto-hr-visa-serbia-ana-radosavljevic
T25287,NK-K8HCjYshrfdsx9XjuTrKzS
T28041,NK-SV95ipkZgCiqjoerehGX8a
T20423,NK-LrUPVkCnMY2Uz5Hgo998LT
T14959,Q5528031
T12057,NK-Rp8vXtRx9iRfhkGZqAS5tf
T693,NK-ikGLiXeKrNkKcCDP8rK2Nq
T10915,NK-2Uikrh86ooTi8Edk2rY7NG
T3821,us-cuba-hotel-deportivo
T18774,NK-cHuJRYtgtFrFE6x9bskfvA
T8826,NK-ScAfuvXaHBXV4HYg59CwAc
T22464,NK-Euc985gECHEYGhadxdPckN
T22748,NK-PoNah2z4yBbu36dD9e2btp
T8297,NK-KXrQdaYRGCmYTzo4aduisZ
T5186,Q106377026
T14882,Q316583
T15276,ca-sema-1-79-mm-mottama-holdings-limited
T3920,NK-LfFNmFkHcp4YPcTCQCkBY6
T9008,NK-cCNuJKZY5R2xqF4iDZ7gZL
T16871,NK-k8Kn2GbNDbBasjcTtau8QE
T20269,NK-3fKnDVAKS8b5z6M2p5XojU
T29538,Q21131026
T5956,NK-PkWxMZmyJUtAbq42UU4qmt
T822,Q60832553
T29931,NK-Zqk7evNzRkgFGrrmHinofK
T8824,NK-93UakMQWkVPBsvimzXvroz
T28657,NK-QKwMZpmnAshT2NZVnWPAgU
T11067,NK-iDihXjNxWTvCDm9ug5MLB2
T20990,NK-RDH3CyAXCMXV2nhTWkuWtF
T21630,NK-9y4QoZ7XeRpkZ2yJU4NivB
T17654,NK-j9C2BpC54ckh8ycjcHN7Kv
T19691,NK-MygBMvVABDhZQsRLKrq6pG
T16869,NK-fkH2G7HUvXtboty8mAmVh2
T19920,NK-Je5wxcYjK83RTv43dbm2qT
T14839,NK-CPQhFVNE5MKPXFY6XCQeZn
T29159,NK-5wfd45CHRa5BstGt23YX9y
T8287,Q70434437
T32,us-nteea-353-e98ebce35a4d40c66262ced0588c5cc3f8643cbf
T22828,NK-eNxSubMtxvxEY37y87NdxC
T2981,NK-A65MzrnwnRZSLrmC8t7vMW
T16294,NK-hVCfCHsBCVUM6qBq3whpgz
T5179,NK-GSUi7UjYz9dtEocEZNpnqx
T21087,NK-43vov7A5BPQBLhWmN3zF4L
T21006,NK-72YKDHaJQmiRr77mKpKeXY
T7755,NK-9NRK7qB967BaDHC5L2Lntg
T18601,NK-JWgFftqSK7RAEGtMuzJtxz
T29935,Q56307085
T16580,NK-j5K6L49dACvzMVyhW9oMqB
T340,trade-csl-fd71887e146e9c545b92d66699de46594a856c1a5fb61370c70efd4e
T20552,NK-jySjoEcJHUEmWJdCU7ngmF
T14510,NK-URAURhYQQkHQ9QdwmXDoVN
T10094,NK-HXAvSxgt3fyus5S4GxP54L
T4039,NK-cfZ7nTKoLoabq5uei3xByE
T25245,NK-npw8nQPigBTFgyJmbaLMci
T21506,NK-YfYxke3vdomPkMCQwT6Rt8
T25174,NK-YQTUky9qJ7oYiCfcMytHyt
T6306,NK-3LC8T5p4MQKpQidtuiuXWY
T10658,NK-dX3qCTNm3GNJ4cHmeYdHay
T6916,Q107043366
T8936,Q18744905
T27695,Q108987202
T25778,NK-JuXuGypJBNcQ3qt3zzZwXx
T11064,Q4203649
T13632,NK-J6GrDKok8686FuofyeZdXB
T4447,NK-Wmcw4YDgZzPXBPrcyfASWG
T7457,NK-6NRiqGTGZBWT9d7xyVr6LT
T22486,Q108807738
T15133,NK-hFHTR6nX4WD8SguU7okuJE
T1373,NK-9GtMiA9RJ7bir5m4oLqrEW
T8406,NK-JgXDPkhXUkAvcotGbXs2Pv
T7271,NK-XddvHRMdQBKJHdLke7BH4s
T13275,Q4149465
T23563,NK-kdtwkk5qoJyipJrhqLeU4R
T2553,NK-382K9dZvbj98ZN6uZYsT8x
T5493,NK-PDLqycQdSxJShJmeQSXSAh
T23886,Q56115055
T19144,NK-RuPqYsmTVygWZMJDoZPGNW
T15722,ca-sema-1-part-2-485-ru-omsk-motor-manufacturing-design-bureau
T22826,trade-csl-05a92ab7e421fd757e4c0a6acb8caf9b1827357105e3573f8803f8cd
T19632,trade-csl-e03097af34f8999e23d3d9598e8c776d7b08fbf05a57051b75c72a99
T8336,NK-Rsv8FWJCFMM2j6DbDvfmvj
T13937,Q60575008
T28091,NK-VLje6sna9s7CKrgCM6cf7g
T14731,Q2737847
T21540,NK-5vhxsdyjGdTdSkeR24aNcf
T9285,us-cuba-hotel-regis
T27222,NK-CwwHm3gb7VrrSPj23qq7sR
T14582,ca-sema-1-part-2-485-ru-omsk-motor-manufacturing-design-bureau
T14948,NK-8LwKX3fDaapiJJq65kYxZR
T29757,NK-GLW6oaKJUVoik9LRiN68JQ
T6048,us-cuba-melia-cayo-santa-maria-aka-sol-cayo-santa-maria
T24559,Q4451621
T12090,NK-D6fVu3LT53LUpptpSd768q
T11150,Q4295637
T6352,NK-SV95ipkZgCiqjoerehGX8a
T12346,Q4123361
T23062,ca-sema-1-71-ir-saba-machinery-supplying-co
T19035,ofac-37258
T11994,ca-sema-2-1-101-ir-zonnouri-mojtaba
T15097,Q4362893
T17684,NK-YU37PnW84AifckHHZNExkF
T2859,NK-aWm6GzpiKB8uT3GVby47of
T9652,NK-GsEUzYJbkV9ExrbMWDNjeK
T355,NK-aXSrx4biVaQv2RwBWjgUgt
T10525,Q28496635
T6358,Q91160733
T5239,NK-ZTZicXtLe3oPpg8yoij98i
T24144,NK-mm3BjCtdmsBtfCW7MHPHw6
T4496,trade-csl-8ed63131f99c2fc0a6b8ee1a3b6925b99c72ef19291af97905aa799a
T15305,NK-a4QgghakdhoPq57epYNkoi
T2051,NK-NMyaf2FT538aXfDyiw2FP4
